Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
THE AMORE,"1,123,888","1,001.05","1,123",23-Dec-21,53A EDGEDALE PLAINS #12-07,Resale,Strata,93,"12,085",-,Executive Condominium,1,99 yrs from 30/10/2013,2016,HDB,828693,19,82,North East Region,Punggol
THE FLORAVALE,"950,000","1,237.86",767,23-Dec-21,226 WESTWOOD AVENUE #04-20,Resale,Strata,115,"8,261",-,Executive Condominium,1,99 yrs from 16/12/1997,2000,HDB,648357,22,64,West Region,Jurong West
THE VALES,"1,110,000","1,033.34","1,074",23-Dec-21,71 ANCHORVALE CRESCENT #11-03,Resale,Strata,96,"11,563",-,Executive Condominium,1,99 yrs from 19/05/2014,2017,HDB,544660,19,54,North East Region,Sengkang
ECOPOLITAN,"1,200,000","1,097.93","1,093",23-Dec-21,124 PUNGGOL WALK #03-04,Resale,Strata,102,"11,765",-,Executive Condominium,1,99 yrs from 04/12/2012,2016,HDB,828773,19,82,North East Region,Punggol
FORESTVILLE,"1,580,000","1,550.02","1,019",23-Dec-21,34 WOODLANDS DRIVE 16 #13-31,Resale,Strata,144,"10,972",-,Executive Condominium,1,99 yrs from 06/08/2012,2016,Private,737771,25,73,North Region,Woodlands
THE CANOPY,"1,100,000","1,173.28",938,23-Dec-21,81 YISHUN AVENUE 11 #10-24,Resale,Strata,109,"10,092",-,Executive Condominium,1,99 yrs from 14/06/2010,2014,Private,768863,27,76,North Region,Yishun
EASTVALE,"1,018,000","1,291.68",788,23-Dec-21,39 PASIR RIS DRIVE 3 #10-03,Resale,Strata,120,"8,483",-,Executive Condominium,1,99 yrs from 26/06/1996,1999,Private,519495,18,51,East Region,Pasir Ris
PARC GREENWICH,"1,247,000","1,001.05","1,246",24-Dec-21,43 FERNVALE LANE #09-26,New Sale,Strata,93,"13,409",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,HDB,797356,28,79,North East Region,Sengkang
PROVENCE RESIDENCE,"1,207,000","1,065.64","1,133",25-Dec-21,23 CANBERRA CRESCENT #08-02,New Sale,Strata,99,"12,192",-,Executive Condominium,1,99 yrs from 08/01/2020,Uncompleted,HDB,757078,27,75,North Region,Sembawang
OLA,"1,771,000","1,388.56","1,275",26-Dec-21,82 ANCHORVALE CRESCENT #09-25,New Sale,Strata,129,"13,729",-,Executive Condominium,1,99 yrs from 14/12/2018,Uncompleted,HDB,544559,19,54,North East Region,Sengkang
PARC CENTRAL RESIDENCES,"1,412,000","1,205.57","1,171",26-Dec-21,131 TAMPINES STREET 86 #01-27,New Sale,Strata,112,"12,607",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,Private,528447,18,52,East Region,Tampines
PROVENCE RESIDENCE,"1,158,000",882.65,"1,312",26-Dec-21,33 CANBERRA CRESCENT #10-22,New Sale,Strata,82,"14,122",-,Executive Condominium,1,99 yrs from 08/01/2020,Uncompleted,HDB,756930,27,75,North Region,Sembawang
PROVENCE RESIDENCE,"1,163,000",882.65,"1,318",26-Dec-21,33 CANBERRA CRESCENT #13-22,New Sale,Strata,82,"14,183",-,Executive Condominium,1,99 yrs from 08/01/2020,Uncompleted,HDB,756930,27,75,North Region,Sembawang
PROVENCE RESIDENCE,"1,101,000",882.65,"1,247",26-Dec-21,35 CANBERRA CRESCENT #08-25,New Sale,Strata,82,"13,427",-,Executive Condominium,1,99 yrs from 08/01/2020,Uncompleted,HDB,756931,27,75,North Region,Sembawang
YEW MEI GREEN,"912,000","1,130.22",807,27-Dec-21,56 CHOA CHU KANG NORTH 6 #17-35,Resale,Strata,105,"8,686",-,Executive Condominium,1,99 yrs from 01/12/1997,2000,HDB,689577,23,68,West Region,Choa Chu Kang
PRIVE,"1,330,000","1,054.87","1,261",27-Dec-21,33 PUNGGOL FIELD #17-13,Resale,Strata,98,"13,571",-,Executive Condominium,1,99 yrs from 14/09/2010,2013,HDB,828817,19,82,North East Region,Punggol
WATERWOODS,"1,380,000","1,280.92","1,077",27-Dec-21,23 PUNGGOL FIELD WALK #11-19,Resale,Strata,119,"11,597",-,Executive Condominium,1,99 yrs from 11/03/2013,2015,Private,828750,19,82,North East Region,Punggol
OLA,"1,656,000","1,388.56","1,193",27-Dec-21,72 ANCHORVALE CRESCENT #01-07,New Sale,Strata,129,"12,837",-,Executive Condominium,1,99 yrs from 14/12/2018,Uncompleted,HDB,544600,19,54,North East Region,Sengkang
OLA,"1,734,000","1,388.56","1,249",27-Dec-21,82 ANCHORVALE CRESCENT #11-25,New Sale,Strata,129,"13,442",-,Executive Condominium,1,99 yrs from 14/12/2018,Uncompleted,HDB,544559,19,54,North East Region,Sengkang
ECOPOLITAN,"975,888",893.41,"1,092",27-Dec-21,128 PUNGGOL WALK #04-09,Resale,Strata,83,"11,758",-,Executive Condominium,1,99 yrs from 04/12/2012,2016,HDB,828775,19,82,North East Region,Punggol
1 CANBERRA,"975,000",958,"1,018",27-Dec-21,23 CANBERRA DRIVE #12-46,Resale,Strata,89,"10,955",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,Private,768077,27,76,North Region,Yishun
SEA HORIZON,"1,100,000","1,033.34","1,065",27-Dec-21,3 PASIR RIS RISE #05-06,Resale,Strata,96,"11,458",-,Executive Condominium,1,99 yrs from 25/02/2013,2016,HDB,518081,18,51,East Region,Pasir Ris
WATERBAY,"1,750,000","1,840.64",951,27-Dec-21,47B EDGEFIELD PLAINS #01-23,Resale,Strata,171,"10,234",-,Executive Condominium,1,99 yrs from 02/07/2012,2016,HDB,828715,19,82,North East Region,Punggol
THE AMORE,"750,000",699.66,"1,072",27-Dec-21,53 EDGEDALE PLAINS #04-04,Resale,Strata,65,"11,538",-,Executive Condominium,1,99 yrs from 30/10/2013,2016,Private,828692,19,82,North East Region,Punggol
THE AMORE,"1,030,000",990.29,"1,040",28-Dec-21,55 EDGEDALE PLAINS #07-12,Resale,Strata,92,"11,196",-,Executive Condominium,1,99 yrs from 30/10/2013,2016,HDB,828679,19,82,North East Region,Punggol
WHITEWATER,"950,000","1,194.80",795,28-Dec-21,27 PASIR RIS STREET 72 #11-15,Resale,Strata,111,"8,559",-,Executive Condominium,1,99 yrs from 23/07/2002,2005,HDB,518767,18,51,East Region,Pasir Ris
ECOPOLITAN,"1,191,188","1,097.93","1,085",28-Dec-21,134 PUNGGOL WALK #03-21,Resale,Strata,102,"11,678",-,Executive Condominium,1,99 yrs from 04/12/2012,2016,HDB,828778,19,82,North East Region,Punggol
SKYPARK RESIDENCES,"1,160,000","1,151.75","1,007",28-Dec-21,3 SEMBAWANG CRESCENT #03-05,Resale,Strata,107,"10,841",-,Executive Condominium,1,99 yrs from 18/03/2013,2016,HDB,757094,27,75,North Region,Sembawang
OLA,"1,757,000","1,388.56","1,265",28-Dec-21,72 ANCHORVALE CRESCENT #14-07,New Sale,Strata,129,"13,620",-,Executive Condominium,1,99 yrs from 14/12/2018,Uncompleted,N.A,544600,19,54,North East Region,Sengkang
PARC GREENWICH,"1,668,000","1,377.79","1,211",28-Dec-21,35 FERNVALE LANE #14-10,New Sale,Strata,128,"13,031",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797352,28,79,North East Region,Sengkang
1 CANBERRA,"1,070,000","1,065.64","1,004",28-Dec-21,7 CANBERRA DRIVE #05-16,Resale,Strata,99,"10,808",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,HDB,768069,27,76,North Region,Yishun
SOL ACRES,"650,000",635.08,"1,023",28-Dec-21,18 CHOA CHU KANG GROVE #01-45,Resale,Strata,59,"11,017",-,Executive Condominium,1,99 yrs from 02/06/2014,2018,HDB,688211,23,68,West Region,Choa Chu Kang
THE TOPIARY,"1,423,000","1,367.03","1,041",28-Dec-21,15 FERNVALE LANE #02-16,Resale,Strata,127,"11,205",-,Executive Condominium,1,99 yrs from 03/07/2012,2016,HDB,797497,28,79,North East Region,Sengkang
YEW MEI GREEN,"1,080,000","1,334.74",809,28-Dec-21,56 CHOA CHU KANG NORTH 6 #15-34,Resale,Strata,124,"8,710",-,Executive Condominium,1,99 yrs from 01/12/1997,2000,HDB,689577,23,68,West Region,Choa Chu Kang
WATERWOODS,"1,180,000","1,044.11","1,130",28-Dec-21,21 PUNGGOL FIELD WALK #08-16,Resale,Strata,97,"12,165",-,Executive Condominium,1,99 yrs from 11/03/2013,2015,HDB,828749,19,82,North East Region,Punggol
THE AMORE,"1,120,000",990.29,"1,131",28-Dec-21,57A EDGEDALE PLAINS #15-24,Resale,Strata,92,"12,174",-,Executive Condominium,1,99 yrs from 30/10/2013,2016,HDB,828682,19,82,North East Region,Punggol
RIVERCOVE RESIDENCES,"1,281,000","1,076.40","1,190",28-Dec-21,34 ANCHORVALE LANE #04-26,New Sale,Strata,100,"12,810",-,Executive Condominium,1,99 yrs from 05/12/2016,2020,HDB,544591,19,54,North East Region,Sengkang
PIERMONT GRAND,"1,441,600","1,108.69","1,300",29-Dec-21,24 SUMANG WALK #06-07,New Sale,Strata,103,"13,996",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828678,19,82,North East Region,Punggol
PROVENCE RESIDENCE,"982,000",882.65,"1,113",29-Dec-21,27 CANBERRA CRESCENT #03-09,New Sale,Strata,82,"11,976",-,Executive Condominium,1,99 yrs from 08/01/2020,Uncompleted,HDB,757080,27,75,North Region,Sembawang
PROVENCE RESIDENCE,"1,153,000",882.65,"1,306",29-Dec-21,35 CANBERRA CRESCENT #13-25,New Sale,Strata,82,"14,061",-,Executive Condominium,1,99 yrs from 08/01/2020,Uncompleted,HDB,756931,27,75,North Region,Sembawang
PARC GREENWICH,"1,348,000","1,001.05","1,347",29-Dec-21,37 FERNVALE LANE #11-13,New Sale,Strata,93,"14,495",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797353,28,79,North East Region,Sengkang
SEA HORIZON,"1,185,000","1,076.40","1,101",29-Dec-21,21 PASIR RIS RISE #10-43,Resale,Strata,100,"11,850",-,Executive Condominium,1,99 yrs from 25/02/2013,2016,HDB,518090,18,51,East Region,Pasir Ris
PRIVE,"1,230,000","1,054.87","1,166",29-Dec-21,31 PUNGGOL FIELD #12-05,Resale,Strata,98,"12,551",-,Executive Condominium,1,99 yrs from 14/09/2010,2013,Private,828816,19,82,North East Region,Punggol
WATERWOODS,"870,000",807.3,"1,078",29-Dec-21,15 PUNGGOL FIELD WALK #07-04,Resale,Strata,75,"11,600",-,Executive Condominium,1,99 yrs from 11/03/2013,2015,HDB,828746,19,82,North East Region,Punggol
AUSTVILLE RESIDENCES,"970,000","1,033.34",939,29-Dec-21,11 SENGKANG EAST AVENUE #03-01,Resale,Strata,96,"10,104",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,HDB,544804,19,54,North East Region,Sengkang
SKYPARK RESIDENCES,"1,330,000","1,237.86","1,074",29-Dec-21,19 SEMBAWANG CRESCENT #05-33,Resale,Strata,115,"11,565",-,Executive Condominium,1,99 yrs from 18/03/2013,2016,Private,757052,27,75,North Region,Sembawang
AUSTVILLE RESIDENCES,"1,055,000","1,033.34","1,021",29-Dec-21,15 SENGKANG EAST AVENUE #03-13,Resale,Strata,96,"10,990",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,HDB,544806,19,54,North East Region,Sengkang
THE CANOPY,"1,090,000","1,270.15",858,29-Dec-21,85 YISHUN AVENUE 11 #01-32,Resale,Strata,118,"9,237",-,Executive Condominium,1,99 yrs from 14/06/2010,2014,HDB,768865,27,76,North Region,Yishun
BLOSSOM RESIDENCES,"1,058,000","1,054.87","1,003",29-Dec-21,32 SEGAR ROAD #08-23,Resale,Strata,98,"10,796",-,Executive Condominium,1,99 yrs from 02/03/2011,2014,Private,677722,23,67,West Region,Bukit Panjang
SEA HORIZON,"1,810,000","1,603.84","1,129",29-Dec-21,5 PASIR RIS RISE #08-12,Resale,Strata,149,"12,148",-,Executive Condominium,1,99 yrs from 25/02/2013,2016,Private,518082,18,51,East Region,Pasir Ris
ECOPOLITAN,"1,200,000","1,054.87","1,138",29-Dec-21,132 PUNGGOL WALK #08-20,Resale,Strata,98,"12,245",-,Executive Condominium,1,99 yrs from 04/12/2012,2016,HDB,828777,19,82,North East Region,Punggol
OLA,"1,790,000","1,388.56","1,289",30-Dec-21,74 ANCHORVALE CRESCENT #14-12,New Sale,Strata,129,"13,876",-,Executive Condominium,1,99 yrs from 14/12/2018,Uncompleted,HDB,544601,19,54,North East Region,Sengkang
PARC CENTRAL RESIDENCES,"1,412,000","1,205.57","1,171",30-Dec-21,133 TAMPINES STREET 86 #01-31,New Sale,Strata,112,"12,607",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528448,18,52,East Region,Tampines
PROVENCE RESIDENCE,"1,205,000","1,044.11","1,154",30-Dec-21,35 CANBERRA CRESCENT #04-27,New Sale,Strata,97,"12,423",-,Executive Condominium,1,99 yrs from 08/01/2020,Uncompleted,HDB,756931,27,75,North Region,Sembawang
PARC GREENWICH,"1,205,000","1,001.05","1,204",30-Dec-21,43 FERNVALE LANE #08-26,New Sale,Strata,93,"12,957",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,Private,797356,28,79,North East Region,Sengkang
PARC GREENWICH,"1,348,000","1,001.05","1,347",30-Dec-21,47 FERNVALE LANE #05-36,New Sale,Strata,93,"14,495",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,HDB,797358,28,79,North East Region,Sengkang
BELYSA,"950,000",968.76,981,30-Dec-21,59 PASIR RIS DRIVE 1 #06-14,Resale,Strata,90,"10,556",-,Executive Condominium,1,99 yrs from 24/01/2011,2014,HDB,519532,18,51,East Region,Pasir Ris
WATERBAY,"1,398,000","1,388.56","1,007",30-Dec-21,47 EDGEFIELD PLAINS #01-12,Resale,Strata,129,"10,837",-,Executive Condominium,1,99 yrs from 02/07/2012,2016,HDB,828713,19,82,North East Region,Punggol
TWIN WATERFALLS,"1,280,000","1,108.69","1,155",30-Dec-21,100 PUNGGOL WALK #14-04,Resale,Strata,103,"12,427",-,Executive Condominium,1,99 yrs from 05/10/2011,2015,HDB,828790,19,82,North East Region,Punggol
ECOPOLITAN,"1,245,000","1,097.93","1,134",30-Dec-21,126 PUNGGOL WALK #05-08,Resale,Strata,102,"12,206",-,Executive Condominium,1,99 yrs from 04/12/2012,2016,HDB,828774,19,82,North East Region,Punggol
RIVERPARC RESIDENCE,"1,600,000","1,668.42",959,30-Dec-21,92 PUNGGOL DRIVE #01-06,Resale,Strata,155,"10,323",-,Executive Condominium,1,99 yrs from 27/12/2010,2014,HDB,828795,19,82,North East Region,Punggol
FORESTVILLE,"1,310,000","1,248.62","1,049",30-Dec-21,48 WOODLANDS DRIVE 16 #12-52,Resale,Strata,116,"11,293",-,Executive Condominium,1,99 yrs from 06/08/2012,2016,HDB,737763,25,73,North Region,Woodlands
1 CANBERRA,"966,000",947.23,"1,020",30-Dec-21,7 CANBERRA DRIVE #06-15,Resale,Strata,88,"10,977",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,HDB,768069,27,76,North Region,Yishun
SKYPARK RESIDENCES,"1,250,000","1,140.98","1,096",30-Dec-21,5 SEMBAWANG CRESCENT #04-10,Resale,Strata,106,"11,792",-,Executive Condominium,1,99 yrs from 18/03/2013,2016,HDB,757095,27,75,North Region,Sembawang
THE AMORE,"1,138,000","1,097.93","1,036",30-Dec-21,55 EDGEDALE PLAINS #02-11,Resale,Strata,102,"11,157",-,Executive Condominium,1,99 yrs from 30/10/2013,2016,HDB,828679,19,82,North East Region,Punggol
PROVENCE RESIDENCE,"1,046,000",925.7,"1,130",31-Dec-21,29 CANBERRA CRESCENT #02-13,New Sale,Strata,86,"12,163",-,Executive Condominium,1,99 yrs from 08/01/2020,Uncompleted,HDB,757081,27,75,North Region,Sembawang
PARC GREENWICH,"1,294,000","1,001.05","1,293",31-Dec-21,37 FERNVALE LANE #05-14,New Sale,Strata,93,"13,914",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,HDB,797353,28,79,North East Region,Sengkang
PARC GREENWICH,"1,210,000","1,001.05","1,209",31-Dec-21,45 FERNVALE LANE #09-30,New Sale,Strata,93,"13,011",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,Private,797357,28,79,North East Region,Sengkang
WOODSVALE,"930,000","1,291.68",720,31-Dec-21,9 WOODLANDS DRIVE 72 #04-24,Resale,Strata,120,"7,750",-,Executive Condominium,1,99 yrs from 22/09/1997,2000,Private,738093,25,73,North Region,Woodlands
PARC GREENWICH,"1,205,000","1,001.05","1,204",2-Jan-22,45 FERNVALE LANE #08-30,New Sale,Strata,93,"12,957",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,HDB,797357,28,79,North East Region,Sengkang
1 CANBERRA,"1,393,000","1,442.38",966,3-Jan-22,17 CANBERRA DRIVE #02-34,Resale,Strata,134,"10,396",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,Private,768074,27,76,North Region,Yishun
BELLEWOODS,"1,200,000","1,227.10",978,3-Jan-22,102 WOODLANDS AVENUE 5 #02-05,Resale,Strata,114,"10,526",-,Executive Condominium,1,99 yrs from 12/08/2013,2017,HDB,739011,25,73,North Region,Woodlands
THE AMORE,"1,248,888","1,227.10","1,018",3-Jan-22,57 EDGEDALE PLAINS #02-17,Resale,Strata,114,"10,955",-,Executive Condominium,1,99 yrs from 30/10/2013,2016,HDB,828681,19,82,North East Region,Punggol
SEA HORIZON,"1,570,000","1,302.44","1,205",3-Jan-22,13 PASIR RIS RISE #10-28,Resale,Strata,121,"12,975",-,Executive Condominium,1,99 yrs from 25/02/2013,2016,Private,518086,18,51,East Region,Pasir Ris
THE VALES,"1,068,000","1,044.11","1,023",3-Jan-22,83 ANCHORVALE CRESCENT #09-28,Resale,Strata,97,"11,010",-,Executive Condominium,1,99 yrs from 19/05/2014,2017,HDB,544626,19,54,North East Region,Sengkang
ESPARINA RESIDENCES,"950,000",828.83,"1,146",3-Jan-22,111 COMPASSVALE BOW #02-02,Resale,Strata,77,"12,338",-,Executive Condominium,1,99 yrs from 02/06/2010,2013,Private,544998,19,54,North East Region,Sengkang
HERON BAY,"1,600,000","1,819.12",880,3-Jan-22,51 UPPER SERANGOON VIEW #01-01,Resale,Strata,169,"9,467",-,Executive Condominium,1,99 yrs from 04/06/2012,2015,HDB,534020,19,53,North East Region,Hougang
THE AMORE,"1,370,000","1,227.10","1,116",4-Jan-22,55 EDGEDALE PLAINS #08-09,Resale,Strata,114,"12,018",-,Executive Condominium,1,99 yrs from 30/10/2013,2016,HDB,828679,19,82,North East Region,Punggol
LAKE LIFE,"1,200,000","1,033.34","1,161",4-Jan-22,12 TAO CHING ROAD #17-29,Resale,Strata,96,"12,500",-,Executive Condominium,1,99 yrs from 30/10/2013,2016,HDB,618726,22,61,West Region,Jurong West
LA CASA,"930,000","1,194.80",778,4-Jan-22,50 WOODLANDS DRIVE 16 #07-04,Resale,Strata,111,"8,378",-,Executive Condominium,1,99 yrs from 13/09/2004,2008,HDB,737901,25,73,North Region,Woodlands
THE CRITERION,"1,180,000","1,173.28","1,006",4-Jan-22,3 YISHUN STREET 51 #12-07,Resale,Strata,109,"10,826",-,Executive Condominium,1,99 yrs from 25/08/2014,2018,HDB,767997,27,76,North Region,Yishun
1 CANBERRA,"1,150,088","1,076.40","1,068",4-Jan-22,13 CANBERRA DRIVE #12-26,Resale,Strata,100,"11,501",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,Private,768072,27,76,North Region,Yishun
TWIN FOUNTAINS,"1,150,000","1,119.46","1,027",4-Jan-22,11 WOODLANDS AVENUE 6 #11-03,Resale,Strata,104,"11,058",-,Executive Condominium,1,99 yrs from 19/12/2012,2016,HDB,738992,25,73,North Region,Woodlands
CHESTERVALE,"1,100,000","1,528.49",720,4-Jan-22,41 BANGKIT ROAD #01-02,Resale,Strata,142,"7,746",-,Executive Condominium,1,99 yrs from 17/03/1997,1999,Private,679978,23,67,West Region,Bukit Panjang
PARC GREENWICH,"1,232,000","1,001.05","1,231",5-Jan-22,45 FERNVALE LANE #07-29,New Sale,Strata,93,"13,247",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,HDB,797357,28,79,North East Region,Sengkang
PRIVE,"828,000",775.01,"1,068",5-Jan-22,37 PUNGGOL FIELD #03-32,Resale,Strata,72,"11,500",-,Executive Condominium,1,99 yrs from 14/09/2010,2013,HDB,828809,19,82,North East Region,Punggol
TWIN WATERFALLS,"1,650,000","1,765.30",935,5-Jan-22,116 PUNGGOL WALK #17-35,Resale,Strata,164,"10,061",-,Executive Condominium,1,99 yrs from 05/10/2011,2015,HDB,828768,19,82,North East Region,Punggol
THE FLORIDA,"1,140,000","1,442.38",790,5-Jan-22,72 HOUGANG AVENUE 7 #01-14,Resale,Strata,134,"8,507",-,Executive Condominium,1,99 yrs from 16/12/1997,2000,Private,538805,19,53,North East Region,Hougang
HERON BAY,"1,300,000","1,280.92","1,015",5-Jan-22,55 UPPER SERANGOON VIEW #10-12,Resale,Strata,119,"10,924",-,Executive Condominium,1,99 yrs from 04/06/2012,2015,HDB,534018,19,53,North East Region,Hougang
THE TOPIARY,"1,400,000","1,237.86","1,131",5-Jan-22,23 FERNVALE LANE #14-32,Resale,Strata,115,"12,174",-,Executive Condominium,1,99 yrs from 03/07/2012,2016,HDB,797501,28,79,North East Region,Sengkang
WHITEWATER,"1,010,000","1,140.98",885,5-Jan-22,31 PASIR RIS STREET 72 #07-22,Resale,Strata,106,"9,528",-,Executive Condominium,1,99 yrs from 23/07/2002,2005,Private,518769,18,51,East Region,Pasir Ris
LAKE LIFE,"1,200,000","1,087.16","1,104",5-Jan-22,10 TAO CHING ROAD #10-24,Resale,Strata,101,"11,881",-,Executive Condominium,1,99 yrs from 30/10/2013,2016,HDB,618725,22,61,West Region,Jurong West
OLA,"1,627,000","1,388.56","1,172",6-Jan-22,74 ANCHORVALE CRESCENT #01-12,New Sale,Strata,129,"12,612",-,Executive Condominium,1,99 yrs from 14/12/2018,Uncompleted,N.A,544601,19,54,North East Region,Sengkang
PARC GREENWICH,"1,355,000","1,065.64","1,272",6-Jan-22,37 FERNVALE LANE #10-15,New Sale,Strata,99,"13,687",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,HDB,797353,28,79,North East Region,Sengkang
WATERBAY,"1,190,000","1,140.98","1,043",6-Jan-22,47A EDGEFIELD PLAINS #02-19,Resale,Strata,106,"11,226",-,Executive Condominium,1,99 yrs from 02/07/2012,2016,HDB,828714,19,82,North East Region,Punggol
THE TOPIARY,"1,585,000","1,334.74","1,188",6-Jan-22,25 FERNVALE LANE #12-36,Resale,Strata,124,"12,782",-,Executive Condominium,1,99 yrs from 03/07/2012,2016,HDB,797502,28,79,North East Region,Sengkang
CITYLIFE@TAMPINES,"1,688,000","1,377.79","1,225",6-Jan-22,61 TAMPINES CENTRAL 7 #11-23,Resale,Strata,128,"13,188",-,Executive Condominium,1,99 yrs from 13/08/2012,2016,HDB,528595,18,52,East Region,Tampines
ECOPOLITAN,"1,188,000","1,097.93","1,082",6-Jan-22,126 PUNGGOL WALK #06-08,Resale,Strata,102,"11,647",-,Executive Condominium,1,99 yrs from 04/12/2012,2016,HDB,828774,19,82,North East Region,Punggol
PARC LIFE,"738,888",764.24,967,6-Jan-22,23 SEMBAWANG CRESCENT #02-06,Resale,Strata,71,"10,407",-,Executive Condominium,1,99 yrs from 13/10/2014,2018,HDB,757054,27,75,North Region,Sembawang
LAKE LIFE,"1,450,000","1,194.80","1,214",6-Jan-22,8 TAO CHING ROAD #17-18,Resale,Strata,111,"13,063",-,Executive Condominium,1,99 yrs from 30/10/2013,2016,HDB,618724,22,61,West Region,Jurong West
TREASURE CREST,"1,230,000","1,076.40","1,143",6-Jan-22,60 ANCHORVALE CRESCENT #15-27,Resale,Strata,100,"12,300",-,Executive Condominium,1,99 yrs from 05/05/2015,2018,HDB,544614,19,54,North East Region,Sengkang
SKYPARK RESIDENCES,"1,500,000","1,313.21","1,142",6-Jan-22,15 SEMBAWANG CRESCENT #11-26,Resale,Strata,122,"12,295",-,Executive Condominium,1,99 yrs from 18/03/2013,2016,HDB,757060,27,75,North Region,Sembawang
THE AMORE,"1,220,000","1,097.93","1,111",6-Jan-22,57A EDGEDALE PLAINS #12-21,Resale,Strata,102,"11,961",-,Executive Condominium,1,99 yrs from 30/10/2013,2016,HDB,828682,19,82,North East Region,Punggol
PARC GREENWICH,"1,227,000","1,001.05","1,226",7-Jan-22,45 FERNVALE LANE #06-29,New Sale,Strata,93,"13,194",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,HDB,797357,28,79,North East Region,Sengkang
ECOPOLITAN,"1,500,000","1,367.03","1,097",7-Jan-22,126 PUNGGOL WALK #13-07,Resale,Strata,127,"11,811",-,Executive Condominium,1,99 yrs from 04/12/2012,2016,HDB,828774,19,82,North East Region,Punggol
SKYPARK RESIDENCES,"1,710,000","1,528.49","1,119",7-Jan-22,7 SEMBAWANG CRESCENT #09-16,Resale,Strata,142,"12,042",-,Executive Condominium,1,99 yrs from 18/03/2013,2016,Private,757096,27,75,North Region,Sembawang
